time,P
20230416:2310,0.0
20230417:0010,0.0
20230417:0110,0.0
20230417:0210,0.0
20230417:0310,0.0
20230417:0410,0.0
20230417:0510,0.0
20230417:0610,43.14
20230417:0710,212.76
20230417:0810,392.61
20230417:0910,573.93
20230417:1010,706.23
20230417:1110,791.73
20230417:1210,798.11
20230417:1310,774.86
20230417:1410,672.59
20230417:1510,519.26
20230417:1610,241.12
20230417:1710,20.91
20230417:1810,1.75
20230417:1910,0.0
20230417:2010,0.0
20230417:2110,0.0
20230417:2210,0.0
20230417:2310,0.0
20230418:0010,0.0
20230418:0110,0.0
20230418:0210,0.0
20230418:0310,0.0
20230418:0410,0.0
20230418:0510,0.0
20230418:0610,41.19
20230418:0710,204.22
20230418:0810,354.6
20230418:0910,364.5
20230418:1010,559.7
20230418:1110,497.31
20230418:1210,595.21
20230418:1310,117.88
20230418:1410,89.91
20230418:1510,159.99
20230418:1610,51.36
20230418:1710,156.69
20230418:1810,5.72
20230418:1910,0.0
20230418:2010,0.0
20230418:2110,0.0
20230418:2210,0.0
20230418:2310,0.0
20230419:0010,0.0
20230419:0110,0.0
20230419:0210,0.0
20230419:0310,0.0
20230419:0410,0.0
20230419:0510,0.0
20230419:0610,45.19
20230419:0710,220.99
20230419:0810,415.51
20230419:0910,575.01
20230419:1010,698.83
20230419:1110,776.27
20230419:1210,808.13
20230419:1310,776.28
20230419:1410,697.15
20230419:1510,563.88
20230419:1610,378.44
20230419:1710,177.62
20230419:1810,6.48
20230419:1910,0.0
20230419:2010,0.0
20230419:2110,0.0
20230419:2210,0.0
20230419:2310,0.0
20230420:0010,0.0
20230420:0110,0.0
20230420:0210,0.0
20230420:0310,0.0
20230420:0410,0.0
20230420:0510,0.0
20230420:0610,46.93
20230420:0710,224.54
20230420:0810,417.41
20230420:0910,576.49
20230420:1010,698.27
20230420:1110,774.69
20230420:1210,808.36
20230420:1310,688.95
20230420:1410,693.44
20230420:1510,548.98
20230420:1610,114.86
20230420:1710,41.81
20230420:1810,8.5
20230420:1910,0.0
20230420:2010,0.0
20230420:2110,0.0
20230420:2210,0.0
20230420:2310,0.0
20230421:0010,0.0
20230421:0110,0.0
20230421:0210,0.0
20230421:0310,0.0
20230421:0410,0.0
20230421:0510,0.0
20230421:0610,48.16
20230421:0710,142.03
20230421:0810,146.15
20230421:0910,334.27
20230421:1010,473.43
20230421:1110,668.08
20230421:1210,713.13
20230421:1310,748.1
20230421:1410,671.91
20230421:1510,536.63
20230421:1610,361.84
20230421:1710,183.18
20230421:1810,11.67
20230421:1910,0.0
20230421:2010,0.0
20230421:2110,0.0
20230421:2210,0.0
20230421:2310,0.0
20230422:0010,0.0
20230422:0110,0.0
20230422:0210,0.0
20230422:0310,0.0
20230422:0410,0.0
20230422:0510,0.0
20230422:0610,54.83
20230422:0710,218.61
20230422:0810,345.99
20230422:0910,391.04
20230422:1010,642.11
20230422:1110,536.63
20230422:1210,593.89
20230422:1310,732.65
20230422:1410,665.27
20230422:1510,516.26
20230422:1610,372.11
20230422:1710,149.44
20230422:1810,2.2
20230422:1910,0.0
20230422:2010,0.0
20230422:2110,0.0
20230422:2210,0.0
20230422:2310,0.0
20230423:0010,0.0
20230423:0110,0.0
20230423:0210,0.0
20230423:0310,0.0
20230423:0410,0.0
20230423:0510,0.0
20230423:0610,59.54
20230423:0710,160.54
20230423:0810,414.51
20230423:0910,462.5
20230423:1010,677.03
20230423:1110,746.53
20230423:1210,726.53
20230423:1310,718.83
20230423:1410,646.29
20230423:1510,543.21
20230423:1610,375.14
20230423:1710,181.04
20230423:1810,13.29
20230423:1910,0.0
20230423:2010,0.0
20230423:2110,0.0
20230423:2210,0.0
20230423:2310,0.0
20230424:0010,0.0
20230424:0110,0.0
20230424:0210,0.0
20230424:0310,0.0
20230424:0410,0.0
20230424:0510,0.0
20230424:0610,56.85
20230424:0710,229.14
20230424:0810,372.99
20230424:0910,570.28
20230424:1010,644.52
20230424:1110,705.9
20230424:1210,766.74
20230424:1310,745.8
20230424:1410,675.16
20230424:1510,553.31
20230424:1610,373.55
20230424:1710,172.45
20230424:1810,14.68
20230424:1910,0.0
20230424:2010,0.0
20230424:2110,0.0
20230424:2210,0.0
20230424:2310,0.0
20230425:0010,0.0
20230425:0110,0.0
20230425:0210,0.0
20230425:0310,0.0
20230425:0410,0.0
20230425:0510,0.0
20230425:0610,53.09
20230425:0710,188.78
20230425:0810,387.17
20230425:0910,560.94
20230425:1010,676.65
20230425:1110,736.91
20230425:1210,756.45
20230425:1310,699.34
20230425:1410,604.99
20230425:1510,553.92
20230425:1610,364.84
20230425:1710,180.69
20230425:1810,15.17
20230425:1910,0.0
20230425:2010,0.0
20230425:2110,0.0
20230425:2210,0.0
20230425:2310,0.0
20230426:0010,0.0
20230426:0110,0.0
20230426:0210,0.0
20230426:0310,0.0
20230426:0410,0.0
20230426:0510,0.0
20230426:0610,60.65
20230426:0710,230.01
20230426:0810,412.35
20230426:0910,343.67
20230426:1010,357.84
20230426:1110,516.68
20230426:1210,708.6
20230426:1310,700.46
20230426:1410,645.14
20230426:1510,342.31
20230426:1610,168.29
20230426:1710,128.85
20230426:1810,7.42
20230426:1910,0.0
20230426:2010,0.0
20230426:2110,0.0
20230426:2210,0.0
20230426:2310,0.0
20230427:0010,0.0
20230427:0110,0.0
20230427:0210,0.0
20230427:0310,0.0
20230427:0410,0.0
20230427:0510,0.0
20230427:0610,60.8
20230427:0710,85.92
20230427:0810,360.69
20230427:0910,489.81
20230427:1010,597.59
20230427:1110,748.19
20230427:1210,777.44
20230427:1310,761.0
20230427:1410,685.2
20230427:1510,481.72
20230427:1610,341.19
20230427:1710,181.81
20230427:1810,16.12
20230427:1910,0.0
20230427:2010,0.0
20230427:2110,0.0
20230427:2210,0.0
20230427:2310,0.0
20230428:0010,0.0
20230428:0110,0.0
20230428:0210,0.0
20230428:0310,0.0
20230428:0410,0.0
20230428:0510,0.0
20230428:0610,67.93
20230428:0710,210.89
20230428:0810,346.47
20230428:0910,415.76
20230428:1010,625.56
20230428:1110,698.62
20230428:1210,757.93
20230428:1310,710.74
20230428:1410,524.63
20230428:1510,457.4
20230428:1610,356.35
20230428:1710,177.56
20230428:1810,18.03
20230428:1910,0.0
20230428:2010,0.0
20230428:2110,0.0
20230428:2210,0.0
20230428:2310,0.0
20230429:0010,0.0
20230429:0110,0.0
20230429:0210,0.0
20230429:0310,0.0
20230429:0410,0.0
20230429:0510,0.0
20230429:0610,62.01
20230429:0710,231.92
20230429:0810,421.34
20230429:0910,568.83
20230429:1010,682.02
20230429:1110,747.33
20230429:1210,771.37
20230429:1310,743.55
20230429:1410,486.82
20230429:1510,424.24
20230429:1610,263.86
20230429:1710,94.96
20230429:1810,15.95
20230429:1910,0.0
20230429:2010,0.0
20230429:2110,0.0
20230429:2210,0.0
20230429:2310,0.0
20230430:0010,0.0
20230430:0110,0.0
20230430:0210,0.0
20230430:0310,0.0
20230430:0410,0.0
20230430:0510,0.05
20230430:0610,65.61
20230430:0710,227.15
20230430:0810,372.86
20230430:0910,500.74
20230430:1010,652.53
20230430:1110,544.61
20230430:1210,748.95
20230430:1310,743.02
20230430:1410,631.55
20230430:1510,30.51
20230430:1610,19.01
20230430:1710,7.74
20230430:1810,0.42
20230430:1910,0.0
20230430:2010,0.0
20230430:2110,0.0
20230430:2210,0.0
20230430:2310,0.0
20230501:0010,0.0
20230501:0110,0.0
20230501:0210,0.0
20230501:0310,0.0
20230501:0410,0.0
20230501:0510,0.82
20230501:0610,75.19
20230501:0710,236.53
20230501:0810,406.95
20230501:0910,475.12
20230501:1010,568.51
20230501:1110,754.49
20230501:1210,712.37
20230501:1310,568.88
20230501:1410,455.8
20230501:1510,364.55
20230501:1610,301.55
20230501:1710,174.31
20230501:1810,25.6
20230501:1910,0.0
20230501:2010,0.0
20230501:2110,0.0
20230501:2210,0.0
20230501:2310,0.0
20230502:0010,0.0
20230502:0110,0.0
20230502:0210,0.0
20230502:0310,0.0
20230502:0410,0.0
20230502:0510,0.0
20230502:0610,78.61
20230502:0710,0.0
20230502:0810,438.87
20230502:0910,576.08
20230502:1010,694.31
20230502:1110,760.9
20230502:1210,792.24
20230502:1310,776.09
20230502:1410,700.66
20230502:1510,573.21
20230502:1610,400.54
20230502:1710,198.21
20230502:1810,28.77
20230502:1910,0.0
20230502:2010,0.0
20230502:2110,0.0
20230502:2210,0.0
20230502:2310,0.0
20230503:0010,0.0
20230503:0110,0.0
20230503:0210,0.0
20230503:0310,0.0
20230503:0410,0.0
20230503:0510,3.25
20230503:0610,77.02
20230503:0710,260.88
20230503:0810,445.36
20230503:0910,598.85
20230503:1010,705.42
20230503:1110,759.83
20230503:1210,776.16
20230503:1310,754.05
20230503:1410,667.84
20230503:1510,572.47
20230503:1610,392.17
20230503:1710,181.35
20230503:1810,26.79
20230503:1910,0.0
20230503:2010,0.0
20230503:2110,0.0
20230503:2210,0.0
20230503:2310,0.0
20230504:0010,0.0
20230504:0110,0.0
20230504:0210,0.0
20230504:0310,0.0
20230504:0410,0.0
20230504:0510,5.52
20230504:0610,76.58
20230504:0710,257.84
20230504:0810,442.31
20230504:0910,595.36
20230504:1010,712.21
20230504:1110,781.11
20230504:1210,787.45
20230504:1310,634.4
20230504:1410,693.12
20230504:1510,464.75
20230504:1610,393.02
20230504:1710,136.46
20230504:1810,3.17
20230504:1910,0.0
20230504:2010,0.0
20230504:2110,0.0
20230504:2210,0.0
20230504:2310,0.0
20230505:0010,0.0
20230505:0110,0.0
20230505:0210,0.0
20230505:0310,0.0
20230505:0410,0.0
20230505:0510,5.46
20230505:0610,77.53
20230505:0710,257.85
20230505:0810,440.3
20230505:0910,572.51
20230505:1010,679.28
20230505:1110,721.5
20230505:1210,792.29
20230505:1310,771.65
20230505:1410,684.46
20230505:1510,508.53
20230505:1610,372.63
20230505:1710,94.05
20230505:1810,30.78
20230505:1910,0.0
20230505:2010,0.0
20230505:2110,0.0
20230505:2210,0.0
20230505:2310,0.0
20230506:0010,0.0
20230506:0110,0.0
20230506:0210,0.0
20230506:0310,0.0
20230506:0410,0.0
20230506:0510,6.07
20230506:0610,81.57
20230506:0710,257.02
20230506:0810,430.02
20230506:0910,578.39
20230506:1010,702.13
20230506:1110,775.94
20230506:1210,757.12
20230506:1310,739.11
20230506:1410,630.03
20230506:1510,542.9
20230506:1610,350.97
20230506:1710,187.43
20230506:1810,33.24
20230506:1910,0.0
20230506:2010,0.0
20230506:2110,0.0
20230506:2210,0.0
20230506:2310,0.0
20230507:0010,0.0
20230507:0110,0.0
20230507:0210,0.0
20230507:0310,0.0
20230507:0410,0.0
20230507:0510,2.2
20230507:0610,9.23
20230507:0710,22.72
20230507:0810,350.37
20230507:0910,320.02
20230507:1010,366.33
20230507:1110,296.11
20230507:1210,671.2
20230507:1310,453.11
20230507:1410,436.29
20230507:1510,319.34
20230507:1610,268.35
20230507:1710,44.18
20230507:1810,33.29
20230507:1910,0.0
20230507:2010,0.0
20230507:2110,0.0
20230507:2210,0.0
20230507:2310,0.0
20230508:0010,0.0
20230508:0110,0.0
20230508:0210,0.0
20230508:0310,0.0
20230508:0410,0.0
20230508:0510,9.77
20230508:0610,82.08
20230508:0710,264.68
20230508:0810,440.83
20230508:0910,574.56
20230508:1010,676.89
20230508:1110,700.21
20230508:1210,669.88
20230508:1310,344.62
20230508:1410,270.12
20230508:1510,552.32
20230508:1610,384.19
20230508:1710,194.67
20230508:1810,35.95
20230508:1910,0.0
20230508:2010,0.0
20230508:2110,0.0
20230508:2210,0.0
20230508:2310,0.0
20230509:0010,0.0
20230509:0110,0.0
20230509:0210,0.0
20230509:0310,0.0
20230509:0410,0.0
20230509:0510,8.47
20230509:0610,85.69
20230509:0710,224.96
20230509:0810,287.04
20230509:0910,397.47
20230509:1010,667.93
20230509:1110,744.56
20230509:1210,737.48
20230509:1310,492.88
20230509:1410,306.69
20230509:1510,450.43
20230509:1610,215.93
20230509:1710,63.68
20230509:1810,18.34
20230509:1910,0.0
20230509:2010,0.0
20230509:2110,0.0
20230509:2210,0.0
20230509:2310,0.0
20230510:0010,0.0
20230510:0110,0.0
20230510:0210,0.0
20230510:0310,0.0
20230510:0410,0.0
20230510:0510,10.93
20230510:0610,84.99
20230510:0710,269.57
20230510:0810,409.84
20230510:0910,587.23
20230510:1010,699.94
20230510:1110,781.65
20230510:1210,812.62
20230510:1310,722.81
20230510:1410,587.86
20230510:1510,456.6
20230510:1610,269.48
20230510:1710,137.45
20230510:1810,32.34
20230510:1910,0.0
20230510:2010,0.0
20230510:2110,0.0
20230510:2210,0.0
20230510:2310,0.0
20230511:0010,0.0
20230511:0110,0.0
20230511:0210,0.0
20230511:0310,0.0
20230511:0410,0.0
20230511:0510,11.7
20230511:0610,84.5
20230511:0710,103.09
20230511:0810,183.45
20230511:0910,462.56
20230511:1010,391.06
20230511:1110,708.74
20230511:1210,701.72
20230511:1310,701.94
20230511:1410,569.91
20230511:1510,520.28
20230511:1610,341.43
20230511:1710,178.2
20230511:1810,38.29
20230511:1910,0.0
20230511:2010,0.0
20230511:2110,0.0
20230511:2210,0.0
20230511:2310,0.0
20230512:0010,0.0
20230512:0110,0.0
20230512:0210,0.0
20230512:0310,0.0
20230512:0410,0.0
20230512:0510,11.14
20230512:0610,90.26
20230512:0710,209.18
20230512:0810,313.57
20230512:0910,480.23
20230512:1010,615.13
20230512:1110,747.99
20230512:1210,73.75
20230512:1310,421.4
20230512:1410,74.62
20230512:1510,145.84
20230512:1610,62.0
20230512:1710,155.16
20230512:1810,39.27
20230512:1910,0.0
20230512:2010,0.0
20230512:2110,0.0
20230512:2210,0.0
20230512:2310,0.0
20230513:0010,0.0
20230513:0110,0.0
20230513:0210,0.0
20230513:0310,0.0
20230513:0410,0.0
20230513:0510,4.99
20230513:0610,73.27
20230513:0710,251.34
20230513:0810,407.93
20230513:0910,189.86
20230513:1010,369.03
20230513:1110,728.45
20230513:1210,322.56
20230513:1310,89.9
20230513:1410,476.64
20230513:1510,255.65
20230513:1610,249.26
20230513:1710,82.82
20230513:1810,11.21
20230513:1910,0.0
20230513:2010,0.0
20230513:2110,0.0
20230513:2210,0.0
20230513:2310,0.0
20230514:0010,0.0
20230514:0110,0.0
20230514:0210,0.0
20230514:0310,0.0
20230514:0410,0.0
20230514:0510,14.54
20230514:0610,93.45
20230514:0710,281.7
20230514:0810,457.89
20230514:0910,597.64
20230514:1010,712.91
20230514:1110,786.84
20230514:1210,692.95
20230514:1310,61.0
20230514:1410,551.69
20230514:1510,481.69
20230514:1610,99.96
20230514:1710,163.2
20230514:1810,21.8
20230514:1910,0.0
20230514:2010,0.0
20230514:2110,0.0
20230514:2210,0.0
20230514:2310,0.0
20230515:0010,0.0
20230515:0110,0.0
20230515:0210,0.0
20230515:0310,0.0
20230515:0410,0.0
20230515:0510,16.68
20230515:0610,95.26
20230515:0710,280.18
20230515:0810,459.33
20230515:0910,598.84
20230515:1010,686.51
20230515:1110,764.99
20230515:1210,763.98
20230515:1310,130.75
20230515:1410,224.62
20230515:1510,64.28
20230515:1610,74.76
20230515:1710,124.14
20230515:1810,39.96
20230515:1910,0.0
20230515:2010,0.0
20230515:2110,0.0
20230515:2210,0.0
20230515:2310,0.0
20230516:0010,0.0
20230516:0110,0.0
20230516:0210,0.0
20230516:0310,0.0
20230516:0410,0.0
20230516:0510,2.21
20230516:0610,99.89
20230516:0710,266.68
20230516:0810,419.34
20230516:0910,598.99
20230516:1010,701.77
20230516:1110,770.95
20230516:1210,622.68
20230516:1310,393.41
20230516:1410,47.34
20230516:1510,373.54
20230516:1610,421.79
20230516:1710,225.37
20230516:1810,46.14
20230516:1910,0.0
20230516:2010,0.0
20230516:2110,0.0
20230516:2210,0.0
20230516:2310,0.0
20230517:0010,0.0
20230517:0110,0.0
20230517:0210,0.0
20230517:0310,0.0
20230517:0410,0.0
20230517:0510,16.69
20230517:0610,99.05
20230517:0710,286.69
20230517:0810,466.1
20230517:0910,606.81
20230517:1010,698.85
20230517:1110,783.53
20230517:1210,823.54
20230517:1310,800.02
20230517:1410,726.19
20230517:1510,600.0
20230517:1610,419.52
20230517:1710,216.17
20230517:1810,30.33
20230517:1910,0.0
20230517:2010,0.0
20230517:2110,0.0
20230517:2210,0.0
20230517:2310,0.0
20230518:0010,0.0
20230518:0110,0.0
20230518:0210,0.0
20230518:0310,0.0
20230518:0410,0.0
20230518:0510,17.96
20230518:0610,100.66
20230518:0710,259.53
20230518:0810,316.34
20230518:0910,583.33
20230518:1010,553.77
20230518:1110,546.56
20230518:1210,114.19
20230518:1310,371.65
20230518:1410,369.77
20230518:1510,174.77
20230518:1610,62.47
20230518:1710,53.63
20230518:1810,19.35
20230518:1910,0.0
20230518:2010,0.0
20230518:2110,0.0
20230518:2210,0.0
20230518:2310,0.0
20230519:0010,0.0
20230519:0110,0.0
20230519:0210,0.0
20230519:0310,0.0
20230519:0410,0.0
20230519:0510,18.15
20230519:0610,96.92
20230519:0710,172.96
20230519:0810,455.3
20230519:0910,380.71
20230519:1010,487.95
20230519:1110,132.58
20230519:1210,96.16
20230519:1310,450.46
20230519:1410,619.81
20230519:1510,97.6
20230519:1610,90.45
20230519:1710,126.34
20230519:1810,38.44
20230519:1910,0.0
20230519:2010,0.0
20230519:2110,0.0
20230519:2210,0.0
20230519:2310,0.0
20230520:0010,0.0
20230520:0110,0.0
20230520:0210,0.0
20230520:0310,0.0
20230520:0410,0.0
20230520:0510,18.64
20230520:0610,99.67
20230520:0710,284.82
20230520:0810,459.74
20230520:0910,547.51
20230520:1010,707.55
20230520:1110,745.85
20230520:1210,609.28
20230520:1310,534.75
20230520:1410,374.44
20230520:1510,309.03
20230520:1610,71.8
20230520:1710,46.37
20230520:1810,7.82
20230520:1910,0.0
20230520:2010,0.0
20230520:2110,0.0
20230520:2210,0.0
20230520:2310,0.0
20230521:0010,0.0
20230521:0110,0.0
20230521:0210,0.0
20230521:0310,0.0
20230521:0410,0.0
20230521:0510,20.89
20230521:0610,100.84
20230521:0710,281.1
20230521:0810,459.84
20230521:0910,537.31
20230521:1010,644.18
20230521:1110,614.53
20230521:1210,358.33
20230521:1310,296.52
20230521:1410,312.27
20230521:1510,265.78
20230521:1610,210.44
20230521:1710,113.35
20230521:1810,29.15
20230521:1910,0.0
20230521:2010,0.0
20230521:2110,0.0
20230521:2210,0.0
20230521:2310,0.0
20230522:0010,0.0
20230522:0110,0.0
20230522:0210,0.0
20230522:0310,0.0
20230522:0410,0.0
20230522:0510,13.05
20230522:0610,26.04
20230522:0710,84.77
20230522:0810,102.07
20230522:0910,107.41
20230522:1010,199.25
20230522:1110,295.95
20230522:1210,557.73
20230522:1310,487.89
20230522:1410,441.41
20230522:1510,559.47
20230522:1610,331.12
20230522:1710,226.89
20230522:1810,52.27
20230522:1910,0.0
20230522:2010,0.0
20230522:2110,0.0
20230522:2210,0.0
20230522:2310,0.0
20230523:0010,0.0
20230523:0110,0.0
20230523:0210,0.0
20230523:0310,0.0
20230523:0410,0.0
20230523:0510,20.05
20230523:0610,68.62
20230523:0710,55.57
20230523:0810,86.01
20230523:0910,381.59
20230523:1010,665.64
20230523:1110,774.63
20230523:1210,808.75
20230523:1310,774.0
20230523:1410,682.7
20230523:1510,557.91
20230523:1610,401.94
20230523:1710,213.44
20230523:1810,48.34
20230523:1910,0.0
20230523:2010,0.0
20230523:2110,0.0
20230523:2210,0.0
20230523:2310,0.0
20230524:0010,0.0
20230524:0110,0.0
20230524:0210,0.0
20230524:0310,0.0
20230524:0410,0.0
20230524:0510,22.95
20230524:0610,104.91
20230524:0710,270.33
20230524:0810,423.73
20230524:0910,574.79
20230524:1010,637.84
20230524:1110,702.53
20230524:1210,713.79
20230524:1310,533.1
20230524:1410,407.27
20230524:1510,133.56
20230524:1610,103.93
20230524:1710,66.59
20230524:1810,30.16
20230524:1910,0.0
20230524:2010,0.0
20230524:2110,0.0
20230524:2210,0.0
20230524:2310,0.0
20230525:0010,0.0
20230525:0110,0.0
20230525:0210,0.0
20230525:0310,0.0
20230525:0410,0.0
20230525:0510,12.88
20230525:0610,38.13
20230525:0710,64.75
20230525:0810,125.96
20230525:0910,111.62
20230525:1010,134.27
20230525:1110,105.96
20230525:1210,99.34
20230525:1310,104.87
20230525:1410,100.56
20230525:1510,60.85
20230525:1610,125.2
20230525:1710,34.87
20230525:1810,4.3
20230525:1910,0.0
20230525:2010,0.0
20230525:2110,0.0
20230525:2210,0.0
20230525:2310,0.0
20230526:0010,0.0
20230526:0110,0.0
20230526:0210,0.0
20230526:0310,0.0
20230526:0410,0.0
20230526:0510,23.85
20230526:0610,106.93
20230526:0710,273.6
20230526:0810,446.76
20230526:0910,592.75
20230526:1010,700.27
20230526:1110,768.1
20230526:1210,802.89
20230526:1310,757.07
20230526:1410,675.01
20230526:1510,554.5
20230526:1610,399.67
20230526:1710,217.43
20230526:1810,52.39
20230526:1910,0.0
20230526:2010,0.0
20230526:2110,0.0
20230526:2210,0.0
20230526:2310,0.0
20230527:0010,0.0
20230527:0110,0.0
20230527:0210,0.0
20230527:0310,0.0
20230527:0410,0.0
20230527:0510,24.44
20230527:0610,107.61
20230527:0710,271.82
20230527:0810,436.49
20230527:0910,575.78
20230527:1010,674.06
20230527:1110,747.91
20230527:1210,784.69
20230527:1310,739.26
20230527:1410,570.19
20230527:1510,484.62
20230527:1610,317.06
20230527:1710,196.57
20230527:1810,51.32
20230527:1910,0.0
20230527:2010,0.0
20230527:2110,0.0
20230527:2210,0.0
20230527:2310,0.0
20230528:0010,0.0
20230528:0110,0.0
20230528:0210,0.0
20230528:0310,0.0
20230528:0410,0.0
20230528:0510,15.75
20230528:0610,74.16
20230528:0710,221.51
20230528:0810,432.03
20230528:0910,584.22
20230528:1010,666.26
20230528:1110,765.34
20230528:1210,778.43
20230528:1310,751.38
20230528:1410,670.08
20230528:1510,556.51
20230528:1610,388.65
20230528:1710,218.75
20230528:1810,59.69
20230528:1910,0.0
20230528:2010,0.0
20230528:2110,0.0
20230528:2210,0.0
20230528:2310,0.0
20230529:0010,0.0
20230529:0110,0.0
20230529:0210,0.0
20230529:0310,0.0
20230529:0410,0.0
20230529:0510,25.75
20230529:0610,107.57
20230529:0710,272.92
20230529:0810,450.02
20230529:0910,593.48
20230529:1010,689.96
20230529:1110,707.11
20230529:1210,775.37
20230529:1310,754.32
20230529:1410,659.88
20230529:1510,551.66
20230529:1610,346.55
20230529:1710,229.23
20230529:1810,46.27
20230529:1910,0.0
20230529:2010,0.0
20230529:2110,0.0
20230529:2210,0.0
20230529:2310,0.0
20230530:0010,0.0
20230530:0110,0.0
20230530:0210,0.0
20230530:0310,0.0
20230530:0410,0.0
20230530:0510,25.0
20230530:0610,92.92
20230530:0710,176.16
20230530:0810,224.18
20230530:0910,533.73
20230530:1010,674.48
20230530:1110,740.79
20230530:1210,732.7
20230530:1310,731.17
20230530:1410,652.51
20230530:1510,427.13
20230530:1610,113.9
20230530:1710,59.56
20230530:1810,36.83
20230530:1910,0.0
20230530:2010,0.0
20230530:2110,0.0
20230530:2210,0.0
20230530:2310,0.0
20230531:0010,0.0
20230531:0110,0.0
20230531:0210,0.0
20230531:0310,0.0
20230531:0410,0.0
20230531:0510,24.15
20230531:0610,83.27
20230531:0710,232.76
20230531:0810,421.91
20230531:0910,465.11
20230531:1010,314.49
20230531:1110,623.41
20230531:1210,164.15
20230531:1310,150.67
20230531:1410,359.17
20230531:1510,292.86
20230531:1610,188.42
20230531:1710,88.28
20230531:1810,48.93
20230531:1910,0.0
20230531:2010,0.0
20230531:2110,0.0
20230531:2210,0.0
20230531:2310,0.0
20230601:0010,0.0
20230601:0110,0.0
20230601:0210,0.0
20230601:0310,0.0
20230601:0410,0.0
20230601:0510,20.43
20230601:0610,34.8
20230601:0710,230.71
20230601:0810,350.16
20230601:0910,501.28
20230601:1010,537.3
20230601:1110,579.64
20230601:1210,696.92
20230601:1310,606.1
20230601:1410,178.29
20230601:1510,207.03
20230601:1610,405.7
20230601:1710,223.76
20230601:1810,62.42
20230601:1910,0.0
20230601:2010,0.0
20230601:2110,0.0
20230601:2210,0.0
20230601:2310,0.0
20230602:0010,0.0
20230602:0110,0.0
20230602:0210,0.0
20230602:0310,0.0
20230602:0410,0.0
20230602:0510,27.33
20230602:0610,109.93
20230602:0710,280.34
20230602:0810,446.15
20230602:0910,581.82
20230602:1010,665.79
20230602:1110,701.14
20230602:1210,768.0
20230602:1310,117.85
20230602:1410,601.28
20230602:1510,550.06
20230602:1610,228.8
20230602:1710,80.52
20230602:1810,7.65
20230602:1910,0.0
20230602:2010,0.0
20230602:2110,0.0
20230602:2210,0.0
20230602:2310,0.0
20230603:0010,0.0
20230603:0110,0.0
20230603:0210,0.0
20230603:0310,0.0
20230603:0410,0.0
20230603:0510,26.91
20230603:0610,109.39
20230603:0710,274.68
20230603:0810,440.49
20230603:0910,585.99
20230603:1010,330.07
20230603:1110,54.31
20230603:1210,63.65
20230603:1310,468.71
20230603:1410,51.7
20230603:1510,89.72
20230603:1610,309.2
20230603:1710,212.19
20230603:1810,23.2
20230603:1910,0.0
20230603:2010,0.0
20230603:2110,0.0
20230603:2210,0.0
20230603:2310,0.0
20230604:0010,0.0
20230604:0110,0.0
20230604:0210,0.0
20230604:0310,0.0
20230604:0410,0.0
20230604:0510,27.18
20230604:0610,107.63
20230604:0710,282.84
20230604:0810,450.78
20230604:0910,491.87
20230604:1010,503.79
20230604:1110,736.73
20230604:1210,724.62
20230604:1310,65.09
20230604:1410,202.93
20230604:1510,256.82
20230604:1610,415.56
20230604:1710,241.42
20230604:1810,66.9
20230604:1910,0.0
20230604:2010,0.0
20230604:2110,0.0
20230604:2210,0.0
20230604:2310,0.0
20230605:0010,0.0
20230605:0110,0.0
20230605:0210,0.0
20230605:0310,0.0
20230605:0410,0.0
20230605:0510,27.06
20230605:0610,110.37
20230605:0710,277.15
20230605:0810,438.86
20230605:0910,568.63
20230605:1010,609.89
20230605:1110,681.15
20230605:1210,761.43
20230605:1310,406.9
20230605:1410,640.89
20230605:1510,472.7
20230605:1610,397.42
20230605:1710,65.45
20230605:1810,12.71
20230605:1910,0.0
20230605:2010,0.0
20230605:2110,0.0
20230605:2210,0.0
20230605:2310,0.0
20230606:0010,0.0
20230606:0110,0.0
20230606:0210,0.0
20230606:0310,0.0
20230606:0410,0.0
20230606:0510,27.85
20230606:0610,107.03
20230606:0710,0.0
20230606:0810,438.19
20230606:0910,580.0
20230606:1010,683.19
20230606:1110,591.35
20230606:1210,769.75
20230606:1310,733.43
20230606:1410,675.09
20230606:1510,558.61
20230606:1610,408.2
20230606:1710,218.85
20230606:1810,65.4
20230606:1910,0.0
20230606:2010,0.0
20230606:2110,0.0
20230606:2210,0.0
20230606:2310,0.0
20230607:0010,0.0
20230607:0110,0.0
20230607:0210,0.0
20230607:0310,0.0
20230607:0410,0.0
20230607:0510,3.69
20230607:0610,100.31
20230607:0710,203.61
20230607:0810,309.76
20230607:0910,389.46
20230607:1010,431.38
20230607:1110,582.36
20230607:1210,505.46
20230607:1310,381.46
20230607:1410,199.02
20230607:1510,191.25
20230607:1610,166.06
20230607:1710,58.55
20230607:1810,17.45
20230607:1910,0.0
20230607:2010,0.0
20230607:2110,0.0
20230607:2210,0.0
20230607:2310,0.0
20230608:0010,0.0
20230608:0110,0.0
20230608:0210,0.0
20230608:0310,0.0
20230608:0410,0.0
20230608:0510,22.53
20230608:0610,107.86
20230608:0710,277.83
20230608:0810,435.32
20230608:0910,557.08
20230608:1010,609.43
20230608:1110,610.28
20230608:1210,735.19
20230608:1310,295.11
20230608:1410,579.13
20230608:1510,325.5
20230608:1610,348.12
20230608:1710,190.83
20230608:1810,64.93
20230608:1910,0.0
20230608:2010,0.0
20230608:2110,0.0
20230608:2210,0.0
